2.32E+09,5.42E-02,9.27E-01,-7.54E-01,3.04E+02,-3.03E+02,1.20E+02
2.42E+09,-3.83E-01,4.70E-01,-1.37E+00,4.50E+02,-6.69E+02,9.39E+01
2.53E+09,4.25E-01,-1.25E+00,6.00E-01,4.44E+02,-3.63E+02,6.00E+02
2.63E+09,3.24E-04,-2.67E-01,1.37E+00,2.27E+02,-2.74E+02,4.97E+02
2.73E+09,1.83E-01,6.21E-01,1.52E-01,1.34E+02,-3.63E+02,2.19E+02
2.83E+09,-8.73E-02,-2.41E-02,-2.89E-01,-1.32E+02,-3.78E+02,4.23E+02
2.93E+09,-1.00E+00,-1.79E-01,-6.80E-01,-4.66E+02,-2.57E+02,5.70E+02
3.03E+09,-6.11E-01,1.41E-01,-3.17E-01,-4.11E+02,1.58E+02,3.97E+02
3.13E+09,1.51E+00,2.99E-01,1.36E+00,-1.87E+01,2.17E+02,8.95E+01
3.23E+09,1.24E+00,5.50E-01,1.92E+00,-1.44E+02,3.42E+02,5.82E+01
3.33E+09,-7.68E-01,2.27E-01,3.98E-01,-6.34E+02,4.61E+02,7.40E+01
3.43E+09,-6.49E-01,-5.63E-02,-8.52E-02,-6.35E+02,3.04E+02,-1.95E+02
3.54E+09,-4.16E-01,-9.03E-01,-1.50E-01,-5.63E+02,2.01E+02,-5.73E+02
3.64E+09,1.52E-01,-9.22E-01,-8.81E-01,-2.15E+02,1.49E+02,-5.15E+02
3.74E+09,6.36E-01,-1.29E-02,-6.91E-01,1.68E+02,8.57E+01,-3.02E+02
3.84E+09,5.24E-01,-5.84E-01,4.50E-03,2.81E+02,-1.97E+01,-5.16E+02
3.94E+09,-9.68E-02,-8.88E-02,7.69E-01,4.30E+02,-2.03E+02,-5.77E+02
4.04E+09,-1.47E+00,2.20E-01,8.28E-01,7.03E+02,-4.95E+02,-3.80E+02
4.14E+09,-1.34E+00,3.09E-01,-2.15E-02,6.13E+02,-5.88E+02,-1.52E+02
4.24E+09,1.28E-01,1.04E+00,1.79E-01,2.99E+02,-3.98E+02,-1.25E+02
4.34E+09,-5.21E-01,5.41E-01,6.38E-01,4.21E+02,-3.52E+02,2.76E+02
4.44E+09,-1.27E+00,-5.11E-01,1.29E-01,3.48E+02,-2.64E+02,6.88E+02
4.55E+09,-4.67E-01,-5.50E-01,2.91E-01,1.25E+02,1.98E+02,4.67E+02
4.65E+09,1.24E-01,-2.56E-02,1.02E-01,-1.81E+02,2.85E+02,8.61E+01
4.75E+09,-2.77E-01,6.94E-01,-1.66E-01,-4.87E+02,2.48E+02,-3.96E+00
4.85E+09,-7.47E-01,2.94E-01,-7.11E-02,-5.59E+02,4.42E+02,4.71E+01
4.95E+09,4.68E-01,-3.94E-01,-6.32E-02,-5.86E+02,5.23E+02,-3.98E+01
5.05E+09,8.46E-01,-4.02E-01,1.19E-01,-6.12E+02,4.86E+02,-3.74E+01
5.15E+09,8.96E-02,-4.30E-01,-6.58E-01,-4.52E+02,5.27E+02,9.67E+01
5.25E+09,-7.36E-01,4.63E-01,-1.21E+00,1.03E+02,7.03E+02,-2.32E+00
5.35E+09,-1.44E+00,1.06E+00,-6.81E-01,4.48E+02,5.43E+02,-3.35E+02
5.45E+09,-3.21E-01,6.46E-01,2.13E-01,1.28E+02,1.38E+02,-1.56E+01
5.56E+09,4.60E-01,2.45E-01,2.60E-01,6.55E+01,-1.15E+02,3.73E+02
5.66E+09,1.08E-01,8.27E-01,-2.90E-01,5.27E+02,-3.40E+02,2.09E+02
5.76E+09,-2.07E-02,3.67E-01,-7.57E-02,3.99E+02,-4.97E+02,1.73E+02
5.86E+09,-4.31E-01,3.67E-01,7.39E-01,1.98E+02,-4.64E+02,-1.86E+01
5.96E+09,2.91E-01,8.07E-01,1.30E+00,3.40E+02,-4.07E+02,-2.07E+02
6.06E+09,1.24E+00,7.00E-01,1.07E+00,2.97E+02,-4.61E+02,-3.57E+02
6.16E+09,1.51E+00,7.44E-01,3.63E-01,3.77E+01,-4.62E+02,-6.50E+02
6.26E+09,1.06E+00,-2.25E-01,-7.75E-01,-3.12E+02,-5.19E+02,-4.45E+02
6.36E+09,-3.89E-01,-4.64E-01,-3.56E-01,-2.64E+02,-3.98E+02,-3.33E+01
6.46E+09,-4.24E-01,1.75E-01,1.16E-02,-4.91E+02,-1.74E+02,2.01E+01
6.57E+09,-4.16E-01,8.99E-01,-8.56E-02,-6.76E+02,-1.86E+02,2.68E+02
6.67E+09,-8.53E-01,1.70E-01,1.03E+00,-2.17E+02,-1.22E+02,3.16E+02
6.77E+09,9.64E-01,5.77E-02,8.79E-01,-3.18E+02,7.53E+01,2.15E+02
6.87E+09,1.06E+00,4.52E-02,-1.32E+00,-7.16E+02,7.00E+02,1.91E+02
6.97E+09,-7.49E-01,-5.55E-01,-1.48E+00,-3.68E+02,7.07E+02,1.18E+02
7.07E+09,-1.23E+00,1.78E-01,2.96E-01,1.10E+02,2.03E+02,2.44E+02
7.17E+09,-1.52E+00,2.32E-01,-3.64E-01,2.78E+02,4.28E+02,4.12E+01
7.27E+09,-1.14E+00,-2.25E-02,-5.80E-01,4.10E+02,4.74E+02,-4.26E+01
7.37E+09,5.86E-01,-5.98E-01,8.59E-01,4.27E+02,2.66E+01,4.18E+02
7.47E+09,1.05E+00,-4.21E-01,8.37E-01,5.53E+02,-1.07E+01,4.71E+02
7.58E+09,1.04E+00,2.18E-01,-4.58E-02,8.29E+02,-6.82E+01,1.42E+02
7.68E+09,4.72E-01,6.13E-01,1.96E-01,7.06E+02,7.23E+01,-2.46E+02
7.78E+09,2.56E-01,4.67E-01,7.98E-01,2.96E+02,3.34E+02,-4.86E+02
7.88E+09,1.94E-02,4.43E-02,6.88E-01,-4.05E+01,1.98E+02,-4.48E+02
7.98E+09,-5.83E-01,4.88E-01,3.86E-01,-3.21E+02,6.34E+01,-6.08E+02
8.08E+09,4.74E-01,1.13E-01,1.04E+00,-6.59E+02,-2.43E+01,-4.12E+02
8.18E+09,3.62E-01,4.56E-01,6.65E-01,-7.53E+02,-3.23E+02,-2.61E+02
8.28E+09,-1.92E-01,7.93E-01,-1.87E-01,-5.20E+02,-6.34E+02,-2.23E+02
8.38E+09,-3.58E-02,5.57E-01,3.22E-02,-5.03E+02,-6.02E+02,1.65E+02
8.48E+09,-2.08E-01,5.08E-01,9.25E-02,-3.37E+02,-5.84E+02,2.89E+02
8.59E+09,-4.83E-01,-8.36E-02,-2.73E-01,-8.57E+01,-3.57E+02,2.15E+02
8.69E+09,-7.69E-02,-6.61E-01,-6.53E-01,-1.98E+01,-2.04E+01,7.67E+01
8.79E+09,-6.07E-01,-4.72E-01,-4.39E-01,2.14E+02,-5.13E+01,1.88E+02
8.89E+09,-4.10E-01,1.06E-01,3.97E-01,4.72E+02,-1.01E+02,4.51E+02
8.99E+09,2.11E+00,9.87E-03,1.59E+00,7.67E+02,8.25E+01,1.63E+02
9.09E+09,2.08E+00,-3.37E-01,1.19E+00,8.00E+02,2.20E+02,-6.62E+01
9.19E+09,1.77E-01,-4.58E-01,1.37E-01,6.07E+02,3.58E+02,6.38E+01
9.29E+09,-4.54E-01,4.61E-04,3.18E-01,4.79E+02,5.35E+02,2.31E+02
9.39E+09,-3.58E-01,-1.14E-01,3.74E-01,2.61E+02,5.16E+02,2.55E+02
9.49E+09,-2.76E-01,-7.12E-01,4.46E-01,-7.10E+01,3.46E+02,3.45E+02
9.60E+09,-6.53E-01,-8.81E-02,2.63E-02,-2.82E+02,2.12E+02,2.50E+02
9.70E+09,-1.21E-01,5.04E-01,-5.72E-02,-3.46E+02,5.23E+01,-8.41E+01
9.80E+09,6.90E-01,3.98E-01,3.29E-01,-4.17E+02,-1.11E+02,-2.03E+02
9.90E+09,2.84E-01,-5.22E-01,7.83E-01,-6.01E+02,-3.94E+02,-1.03E+02
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
